"","region","year","value","age","ID_2","NAME_2"
"1616","Пудожский район",1936,1.07562167286516,66,29137,"Pudozhskiy rayon"
"1617","Сегежский район",1942,0.60897676866401,60,29139,"Segezhskiy rayon"
"1618","Сегежский район",1977,1.44350048868506,25,29139,"Segezhskiy rayon"
"1619","Сегежский район",1998,0.781896098037741,4,29139,"Segezhskiy rayon"
"1620","Сегежский район",1973,1.21043530561612,29,29139,"Segezhskiy rayon"
"1621","Сегежский район",1943,0.353356890459364,59,29139,"Segezhskiy rayon"
"1622","Сегежский район",1978,1.45101872039696,24,29139,"Segezhskiy rayon"
"1623","Сегежский район",1926,0.729268476054432,76,29139,"Segezhskiy rayon"
"1624","Сегежский район",1923,0.413502744154575,79,29139,"Segezhskiy rayon"
"1625","Сегежский район",2000,1.01496128110668,2,29139,"Segezhskiy rayon"
"1626","Сегежский район",1919,0.127809939102323,83,29139,"Segezhskiy rayon"
"1627","Сегежский район",1944,0.60897676866401,58,29139,"Segezhskiy rayon"
"1628","Сегежский район",1972,1.36079993985415,30,29139,"Segezhskiy rayon"
"1629","Сегежский район",1979,1.15028945192091,23,29139,"Segezhskiy rayon"
"1630","Сегежский район",1924,0.503721524697391,78,29139,"Segezhskiy rayon"
"1631","Сегежский район",1974,1.39087286670175,28,29139,"Segezhskiy rayon"
"1632","Сегежский район",1951,1.45101872039696,51,29139,"Segezhskiy rayon"
"1633","Сегежский район",1940,1.14277122020901,62,29139,"Segezhskiy rayon"
"1634","Сегежский район",1947,0.954815427411473,55,29139,"Segezhskiy rayon"
"1635","Сегежский район",1905,NA,97,29139,"Segezhskiy rayon"
"1636","Сегежский район",1909,NA,93,29139,"Segezhskiy rayon"
"1637","Сегежский район",1945,0.578903841816405,57,29139,"Segezhskiy rayon"
"1638","Сегежский район",1946,0.894669573716262,56,29139,"Segezhskiy rayon"
"1639","Сегежский район",1914,0.0676640854071122,88,29139,"Segezhskiy rayon"
"1640","Сегежский район",1948,0.977370122547177,54,29139,"Segezhskiy rayon"
"1641","Сегежский район",1920,0.202992256221337,82,29139,"Segezhskiy rayon"
"1642","Сегежский район",1999,0.842041951732952,3,29139,"Segezhskiy rayon"
"1643","Сегежский район",1930,1.21795353732802,72,29139,"Segezhskiy rayon"
"1644","Сегежский район",2001,0.932260732275769,1,29139,"Segezhskiy rayon"
"1645","Сегежский район",1906,NA,96,29139,"Segezhskiy rayon"
"1646","Сегежский район",1927,0.789414329749643,75,29139,"Segezhskiy rayon"
"1647","Сегежский район",1922,0.293211036764153,80,29139,"Segezhskiy rayon"
"1648","Сегежский район",1980,1.21795353732802,22,29139,"Segezhskiy rayon"
"1649","Сегежский район",1925,0.706713780918728,77,29139,"Segezhskiy rayon"
"1650","Сегежский район",1921,0.233065183068942,81,29139,"Segezhskiy rayon"
"1651","Сегежский район",1952,1.75174798887302,50,29139,"Segezhskiy rayon"
"1652","Сегежский район",1941,1.00744304939478,61,29139,"Segezhskiy rayon"
"1653","Сегежский район",1931,1.00744304939478,71,29139,"Segezhskiy rayon"
"1654","Сегежский район",1975,1.43598225697316,27,29139,"Segezhskiy rayon"
"1655","Сегежский район",1910,NA,92,29139,"Segezhskiy rayon"
"1656","Сегежский район",1903,NA,99,29139,"Segezhskiy rayon"
"1657","Сегежский район",1954,1.93218554995865,48,29139,"Segezhskiy rayon"
"1658","Сегежский район",1991,1.26306292759943,11,29139,"Segezhskiy rayon"
"1659","Сегежский район",1933,0.99240658597098,69,29139,"Segezhskiy rayon"
"1660","Сегежский район",1984,0.977370122547177,18,29139,"Segezhskiy rayon"
"1661","Сегежский район",1956,1.80437561085633,46,29139,"Segezhskiy rayon"
"1662","Сегежский район",1915,0.082700548830915,87,29139,"Segezhskiy rayon"
"1663","Сегежский район",1949,1.46605518382077,53,29139,"Segezhskiy rayon"
"1664","Сегежский район",1935,1.33824524471844,67,29139,"Segezhskiy rayon"
"1665","Сегежский район",1928,0.984888354259078,74,29139,"Segezhskiy rayon"
"1666","Сегежский район",1986,1.78182091572062,16,29139,"Segezhskiy rayon"
"1667","Сегежский район",2002,0.699195549206827,0,29139,"Segezhskiy rayon"
"1668","Сегежский район",1907,NA,95,29139,"Segezhskiy rayon"
